sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
238,"Stonehill College Skyhawks",32,74.7,100,68.4,0.915,55,23.7,31.4,43,50.8,15.4,12.4,0.31,9.3,41.4,30.8,15.1,15.7,49.1,24.3,8.6,15.7,35.3,0.44
238,"Canisius Golden Griffins",31,70.5,100,64.5,0.915,54.2,23.5,30.7,43.4,51,15.4,9.8,0.23,8.1,40.4,31.8,15.3,16.5,48.1,22.4,8.2,14.2,36.7,0.41
238,"Brown Bears",27,78.7,100,72,0.915,59.9,26.7,33.2,44.6,51.5,14,11.3,0.27,8.4,41.9,35.4,18.6,16.9,52.4,24.5,8.2,16.3,33.4,0.41
241,"Cal State Bakersfield Roadrunners",33,80.3,100,73.4,0.914,59.4,25.8,33.6,43.4,48.9,14.5,13.6,0.33,9.4,42.2,41.9,19.2,22.8,45.7,17.5,6.6,10.8,37.8,0.29
241,"Texas-(Arlington) Mavericks",31,80.5,100,73.5,0.914,57.8,25.6,32.2,44.3,51.7,15.8,14.2,0.36,9.6,41.7,33.1,16.9,16.1,51.2,24.7,8.6,16.1,34.9,0.43
241,"Kent State Golden Flashes",36,80,100,73.1,0.914,60.9,26.4,34.6,43.3,49.2,13.7,12.4,0.29,8.6,42,38.2,19.2,19,50.2,22.8,7.2,15.6,31.6,0.37
244,"Minnesota Golden Gophers",32,74.6,100,68.1,0.913,56.5,24.9,31.6,44,49.9,13.2,13.2,0.31,8.8,42.4,36.3,18.3,18,50.4,20.3,6.6,13.7,32.6,0.36
245,"Tulsa Golden Hurricane",33,77.9,100,71.1,0.912,58.2,25.1,33.1,43.1,49.8,13.8,13.5,0.34,10.7,41.9,33.4,17.2,16.2,51.5,24.8,7.9,16.9,31.7,0.43
246,"Bowling Green Falcons",31,78.6,100,71.7,0.911,58.3,25,33.3,42.8,49.4,14.6,13.2,0.32,10.5,41.3,34.8,17.3,17.6,49.5,23.5,7.7,15.7,32.9,0.4
246,"Western Kentucky Hilltoppers",32,81.5,100,74.3,0.911,62.3,26.1,36.1,42,48.4,13,13.1,0.31,10.5,41.6,37.4,18.1,19.3,48.3,24.9,8.1,16.8,32.4,0.4
246,"Navy Midshipmen",34,77.5,100,70.6,0.911,58.3,24.6,33.7,42.2,48.4,13.2,13.5,0.33,8.7,41.7,36.6,17.3,19.4,47.1,21.7,7.3,14.4,33.7,0.37
246,"Georgia Tech Yellow Jackets",34,79.5,100,72.4,0.911,59.9,26.2,33.7,43.7,50,14.1,12.7,0.3,9.6,41.6,37.9,18.6,19.2,49.2,22,7.6,14.5,34.3,0.37
250,"Lafayette Leopards",33,74.5,100,67.8,0.91,56.2,24.3,31.9,43.3,50.1,14.1,12.5,0.3,9.5,41.4,33.2,16.6,16.6,50,22.9,7.7,15.2,33.6,0.41
250,"Kansas State Wildcats",33,77.9,100,70.9,0.91,59.3,26,33.3,43.9,50.4,14.4,11.6,0.27,8.3,41.3,35.5,18.3,17.2,51.6,23.8,7.7,16.1,32.4,0.4
250,"California Golden Bears",33,82.6,100,75.2,0.91,60.7,25.3,35.3,41.8,47.7,13.5,15.3,0.38,10.9,42.3,37.6,18.2,19.4,48.3,23.1,7.2,15.9,31,0.38
250,"Georgetown Hoyas",34,78.7,100,71.6,0.91,60.8,26.8,34.1,44,50.1,13.9,11.1,0.25,8.4,41.5,37.5,19.3,18.1,51.6,23.4,7.4,15.9,31.9,0.38
254,"Nicholls State Colonels",33,81.3,100,73.9,0.909,61.7,26.3,35.4,42.7,48.9,12.6,13.4,0.32,11.2,42.2,39.5,18.6,20.9,47.1,22.1,7.7,14.5,34.7,0.36
254,"Coastal Carolina Chanticleers",32,73.3,100,66.7,0.909,54.5,23.1,31.4,42.4,49.3,14.2,13.8,0.34,9.8,41.3,32.7,15.6,17.1,47.8,21.8,7.5,14.3,34.3,0.4
254,"Appalachian State Mountaineers",31,74.5,100,67.7,0.909,54.9,23.8,31.1,43.3,50.4,13.9,14.1,0.35,9.9,42,32.1,16.1,16,50.1,22.9,7.7,15.1,33.9,0.42
254,"Wichita State Shockers",34,81.4,100,74,0.909,60.4,26.8,33.7,44.3,48.6,13.7,13.9,0.35,10.9,43.3,43.2,21.6,21.6,50,17.2,5.2,12.1,30,0.29
254,"Hawaii Warriors",31,76.6,100,69.6,0.909,53.7,23.9,29.8,44.5,50.6,17,14.8,0.38,9.3,42.7,32.8,17.4,15.5,52.9,20.9,6.5,14.4,31.2,0.39
254,"Oakland Golden Grizzlies",34,77.5,100,70.4,0.909,58.4,25.3,33.1,43.3,49.7,14,12.6,0.3,7.8,41.7,33.5,17.8,15.7,53.2,24.9,7.5,17.4,30.1,0.43
254,"Gardner-Webb Runnin' Bulldogs",31,81.1,100,73.7,0.909,57.9,26.6,31.3,46,51.4,17.3,14.7,0.35,10.8,42.6,38.8,20.4,18.5,52.5,19.1,6.3,12.8,32.8,0.33
261,"Delaware State Hornets",30,86,100,78.1,0.908,64.1,28.9,35.1,45.2,49.1,14.4,13.7,0.33,10.4,43.3,50.2,23.8,26.4,47.4,13.8,5.1,8.7,36.9,0.22
261,"Troy Trojans",35,79.5,100,72.2,0.908,56.9,24.6,32.3,43.2,49.9,15.8,14.7,0.37,10.8,41.9,31.4,17,14.4,54.1,25.5,7.6,17.9,29.8,0.45
261,"Kennesaw State Fighting Owls",33,83.9,100,76.1,0.908,60.7,25.9,34.8,42.7,49.8,15.4,14.3,0.36,10.4,41.4,32.9,17.3,15.6,52.7,27.8,8.6,19.2,30.9,0.46
264,"Western Illinois Leathernecks",31,75.4,100,68.4,0.907,57.1,24.9,32.2,43.6,50.6,14.8,11.1,0.27,9,41.1,35.6,17,18.6,47.7,21.5,8,13.6,37,0.38
264,"Virginia Tech Hokies",32,76.2,100,69.1,0.907,55.8,24.5,31.2,44,51.1,16.7,12.4,0.3,9.5,41.1,33.3,16.7,16.6,50,22.5,7.9,14.6,35,0.4
266,"South Carolina Gamecocks",32,76.8,100,69.6,0.906,54.3,23.2,31.2,42.6,48.8,15.2,16.4,0.43,12.4,42.6,33,16.5,16.5,50,21.3,6.7,14.7,31.3,0.39
266,"Hampton Pirates",33,79.1,100,71.7,0.906,60.8,25.8,35.1,42.3,48.4,12.7,12.4,0.3,9.3,41.7,38.4,18.3,20.1,47.8,22.5,7.4,15,33.1,0.37
268,"Towson Tigers",34,77,100,69.7,0.905,60.2,25.3,34.9,42,48.3,11.7,12.4,0.28,9.4,41.6,37.6,17.6,20,46.8,22.6,7.7,15,33.9,0.38
268,"Tennessee State Tigers",33,85.9,100,77.7,0.905,60.3,27.5,32.8,45.5,51,16.8,15.2,0.39,10.7,43,39.5,20.8,18.7,52.7,20.8,6.6,14.2,31.8,0.34
270,"Northern Kentucky Norse",33,79.5,100,71.7,0.902,59.2,25.8,33.5,43.5,50.1,14.3,12.9,0.31,8.5,41.8,35.9,17.9,17.9,50,23.4,7.8,15.5,33.5,0.39
270,"Florida A&M Rattlers",31,79.3,100,71.5,0.902,56.4,24.3,32.1,43.1,51,17.3,13.6,0.35,10.1,40.7,29.9,15.4,14.5,51.6,26.5,8.9,17.6,33.5,0.47
270,"Northeastern Huskies",32,77,100,69.5,0.902,57.7,25.9,31.8,44.9,50.7,15.5,11.4,0.28,8,41.9,37.6,19.1,18.5,50.9,20.1,6.8,13.3,33.6,0.35
273,"Tennessee-Martin Skyhawks",33,82.4,100,74.3,0.901,61,25.4,35.6,41.6,49.2,14.7,13.3,0.33,9.9,40.2,32,16.1,15.9,50.4,29,9.3,19.7,32,0.48
273,"Loyola (MD) Greyhounds",31,76.6,100,69,0.901,57.5,25,32.5,43.4,49.8,14.7,12.2,0.29,8.9,41.1,34.7,17.6,17.1,50.7,22.8,7.4,15.5,32.3,0.4
275,"Pennsylvania Quakers",27,77,100,69.4,0.9,59,24.7,34.3,41.8,49,13.5,11.6,0.28,8,40.4,33.1,16.2,16.9,49,25.9,8.4,17.4,32.6,0.44
275,"Boston College Eagles",31,78.1,100,70.2,0.9,58.3,25.2,33,43.3,49,14.4,12.9,0.31,9.5,41.6,39.2,18.6,20.5,47.5,19.1,6.6,12.5,34.6,0.33
277,"Stony Brook Seawolves",32,73.2,100,65.8,0.899,55.3,22.9,32.5,41.3,48,14.4,13.1,0.31,11,40.1,33.6,15.5,18.1,46.2,21.7,7.3,14.4,33.8,0.39
277,"Hofstra Pride",33,73.7,100,66.2,0.899,56.5,23.9,32.5,42.4,49.7,14.1,10.6,0.25,7.2,40.5,32.1,15.7,16.4,48.8,24.4,8.2,16.1,33.8,0.43
279,"Southern Indiana Screaming Eagles",30,79.4,100,71.3,0.898,60.2,25.5,34.7,42.4,48.4,13.8,12.2,0.3,9.3,41.6,39.8,18.3,21.4,46.1,20.4,7.2,13.2,35.2,0.34
280,"Northwestern State Demons",33,76.3,100,68.5,0.897,55.8,24.4,31.4,43.7,50.2,16.3,12.5,0.31,9.3,40.9,35.5,17.1,18.4,48.2,20.3,7.2,13.1,35.7,0.36
280,"SIU Edwardsville Cougars",34,79.7,100,71.5,0.897,60.1,25.6,34.4,42.7,48.8,13.4,13.2,0.32,9.9,41.6,37.9,18.3,19.5,48.4,22.2,7.3,14.9,33,0.37
282,"Mercer Bears",33,84.8,100,75.9,0.896,64.6,27.8,36.8,43,49.4,13.8,12.1,0.29,9.7,40.9,38.7,19.5,19.2,50.5,25.9,8.2,17.6,31.9,0.4
282,"Boston University Terriers",32,74.8,100,67,0.896,54.7,24,30.7,43.9,51,16.5,12.2,0.31,8.6,41,31.4,16.2,15.3,51.4,23.3,7.8,15.4,33.6,0.43
282,"Northern Illinois Huskies",31,78.8,100,70.6,0.896,60,24.3,35.7,40.5,48.4,13.8,12.4,0.3,9.3,39.5,31.4,14.8,16.6,47.2,28.6,9.5,19.1,33.1,0.48
285,"Duquesne Dukes",32,77.1,100,68.9,0.895,57.6,24.8,32.8,43.1,50.3,15,12,0.29,8,40.7,32.9,16.4,16.5,49.9,24.7,8.4,16.3,33.9,0.43
286,"Alabama State Hornets",36,81.4,100,72.8,0.894,64.1,25.8,38.4,40.2,47.1,10.8,12.4,0.28,9.6,40.2,36.9,16.9,20,45.8,27.2,8.8,18.3,32.5,0.42
286,"Colorado Buffaloes",35,77.6,100,69.4,0.894,55,24.2,30.7,44.1,50,17.7,13.6,0.35,9,41.5,34.5,17.7,16.8,51.3,20.5,6.5,14,31.9,0.37
286,"Monmouth Hawks",33,77.4,100,69.2,0.894,57.9,23.5,34.4,40.6,46.6,13.2,14.5,0.36,11,40.9,38.1,16.6,21.5,43.7,19.8,6.9,12.9,34.8,0.34
289,"Fordham Rams",33,82.8,100,73.9,0.893,61.4,25.8,35.6,42,48.7,14.9,12.8,0.32,9.6,40.8,35.8,17.5,18.3,49,25.5,8.2,17.3,32.3,0.42
290,"Mount St. Mary's Mountaineers",36,78.5,100,70,0.892,56.3,24.7,31.6,43.9,50.9,18.1,12.2,0.31,8.4,40.6,33.1,16.8,16.4,50.5,23.1,7.9,15.2,34.3,0.41
290,"USC Upstate Spartans",32,83.5,100,74.5,0.892,61.1,27.5,33.6,45,50.7,16.3,12.2,0.3,9.4,41.6,38.5,20.6,17.8,53.6,22.7,6.9,15.8,30.5,0.37
292,"New Mexico State Aggies",31,77.9,100,69.5,0.891,58.9,24.5,34.4,41.6,47.7,12.9,13.7,0.33,9.9,41.4,36.8,17.3,19.6,46.8,22.1,7.2,14.8,32.7,0.37
292,"Rice Owls",32,78.6,100,70,0.891,56,23.3,32.7,41.7,48,14.3,16.6,0.42,10.8,41.9,34.2,16.2,18,47.4,21.8,7.1,14.7,32.6,0.39
294,"Quinnipiac Bobcats",33,82.8,100,73.7,0.89,61.5,26.1,35.4,42.5,48.1,14.8,12.7,0.31,9.3,41.3,38.3,19.2,19.1,50.2,23.2,6.9,16.3,29.7,0.38
294,"Seattle Redhawks",32,78.5,100,69.8,0.89,56.5,23.3,33.3,41.1,47,14,16.2,0.41,11.3,41.7,35.8,16.6,19.2,46.3,20.8,6.7,14.1,32.2,0.37
296,"Missouri State Bears",32,76.4,100,67.9,0.889,54.9,24.2,30.7,44.1,50.7,16.7,13.3,0.34,10.1,41.6,34.5,17.1,17.4,49.5,20.4,7.2,13.3,35.1,0.37
296,"California Baptist Lancers",32,79.3,100,70.5,0.889,60.2,25.4,34.8,42.2,47.7,14.2,12.2,0.29,9.4,40.9,39.2,18.8,20.3,48,21,6.6,14.4,31.4,0.35
296,"Houston Christian Huskies",32,73.9,100,65.7,0.889,55.1,23.1,31.9,42,49.1,15.1,12.7,0.31,10.3,40.5,30.9,15.3,15.6,49.4,24.2,7.8,16.3,32.5,0.44
299,"Georgia Southern Eagles",33,82.9,100,73.6,0.888,62.6,26.8,35.9,42.7,50.3,15.4,11.2,0.26,8.5,39.7,35,17.3,17.7,49.5,27.7,9.5,18.2,34.2,0.44
299,"Texas A&M Aggies",34,83.6,100,74.2,0.888,60.5,25.1,35.4,41.5,47.3,13.8,16,0.41,11.1,42.2,37.4,18.2,19.2,48.7,23.1,6.9,16.1,30,0.38
299,"Long Beach State 49ers",32,74.9,100,66.5,0.888,53.2,22.9,30.3,43.1,49.5,17.2,13.4,0.35,9.3,40.9,33.5,16.1,17.4,48,19.7,6.8,12.8,34.7,0.37
302,"Pacific Tigers",33,78.3,100,69.4,0.887,57.5,24.8,32.6,43.2,48.8,15.8,13.1,0.32,9.8,41.2,36,18.4,17.6,51.2,21.5,6.4,15.1,29.9,0.37
302,"Marist Red Foxes",30,74.3,100,65.9,0.887,57.1,25.2,31.9,44.1,50.1,14.9,9.3,0.22,5.9,40.7,35.6,18.4,17.1,51.8,21.5,6.8,14.8,31.4,0.38
304,"Prairie View A&M Panthers",32,80.5,100,71.3,0.886,60,25.7,34.3,42.8,48.1,13.7,13.5,0.33,9.6,41.6,40,19.3,20.7,48.2,19.9,6.3,13.6,31.8,0.33
305,"Rider Broncs",33,75.3,100,66.7,0.885,57.8,24.7,33.1,42.7,47.4,13.3,12.3,0.29,9.1,41.5,40.1,19.2,20.9,47.9,17.6,5.5,12.2,30.9,0.31
305,"La Salle Explorers",33,81.1,100,71.8,0.885,62.3,25.6,36.7,41.1,46.7,12.1,12.4,0.3,9.5,41,41.5,18.6,22.8,44.9,20.8,7,13.8,33.5,0.33
307,"Oklahoma State Cowboys",35,82.2,100,72.7,0.884,57.8,24.7,33.1,42.7,48.4,16,15.3,0.4,10.4,42,37.8,18.1,19.7,47.8,20,6.6,13.4,33,0.35
308,"Jacksonville Dolphins",32,81.6,100,72,0.883,61,26.4,34.5,43.4,49.3,15.3,12,0.28,8.5,40.9,40.6,19.2,21.4,47.2,20.4,7.3,13.1,35.7,0.33
309,"West Georgia Wolves",31,77.6,100,68.4,0.882,59.6,25.7,33.8,43.2,47.7,13.6,12,0.28,9.5,41.6,41.5,20.4,21.1,49.1,18.1,5.4,12.7,29.8,0.3
310,"Arkansas-(Little Rock) Trojans",33,78.3,100,69,0.881,58,25.5,32.5,44,49.7,16.1,11.6,0.28,8.1,40.9,40,19,21,47.5,18,6.5,11.5,36.3,0.31
310,"Wyoming Cowboys",32,75.8,100,66.8,0.881,56,24.3,31.6,43.5,50.3,15.8,12,0.29,7.9,40.2,33.4,16.8,16.6,50.3,22.6,7.6,15,33.5,0.4
312,"Charleston Southern Buccaneers",32,82.1,100,72,0.877,57.1,24,33.1,42.1,48.5,15.9,16.6,0.44,11.5,41.3,32.8,16.7,16.1,50.9,24.3,7.3,17,30.2,0.43
312,"Utah Tech University Trailblazers",33,79.1,100,69.3,0.877,58.1,24.5,33.6,42.1,48.5,15.6,13.1,0.32,9.4,40.2,35.7,17,18.7,47.7,22.4,7.5,15,33.2,0.39
312,"Evansville Aces",32,74.9,100,65.7,0.877,55.8,23.8,32,42.7,48.8,15.2,11.7,0.29,8.8,40.4,32.9,17,15.9,51.7,22.9,6.8,16.1,29.7,0.41
315,"Jackson State Tigers",34,81,100,71,0.876,58.6,24.5,34,41.9,47.4,15.7,14.1,0.36,11.4,40.7,38.6,18.1,20.5,46.9,19.9,6.4,13.5,32.2,0.34
316,"Sacramento State Hornets",32,75,100,65.7,0.875,54.6,23.3,31.3,42.6,50.1,17.2,12.4,0.3,8.6,38.9,29.5,15.1,14.4,51.1,25,8.2,16.9,32.6,0.46
316,"Western Michigan Broncos",32,82.2,100,71.9,0.875,62.9,26.6,36.3,42.3,47.1,12.8,13.3,0.3,9.5,41.2,41.8,20.7,21.1,49.5,21.1,5.9,15.2,28.1,0.34
318,"Central Arkansas Bears",33,79.8,100,69.7,0.873,60.8,24.8,36,40.7,47.8,14.7,11.3,0.27,8.3,39,31.5,16.2,15.4,51.3,29.2,8.6,20.7,29.3,0.48
318,"Southern University Jaguars",32,84.4,100,73.7,0.873,62.2,26.4,35.7,42.5,47.6,14.2,14.3,0.35,11.3,41.4,41.6,20.2,21.4,48.5,20.5,6.3,14.3,30.4,0.33
320,"Buffalo Bulls",31,82,100,71.4,0.871,59.1,25.1,34,42.4,49,17.4,13.2,0.33,10,39.7,33.2,17.3,16,51.9,25.9,7.8,18.1,30.2,0.44
320,"Grambling State Tigers",34,76.3,100,66.4,0.871,55.4,23.4,32,42.3,48,16.4,12.8,0.32,10.5,40.5,36,17.1,18.9,47.5,19.4,6.3,13.1,32.6,0.35
322,"North Carolina A&T Aggies",32,79.4,100,68.9,0.868,60.9,24.8,36.2,40.7,46.2,12.4,12.7,0.3,9.8,40.2,38.7,18,20.7,46.6,22.3,6.8,15.5,30.3,0.37
323,"Texas Southern Tigers",32,83.3,100,72.2,0.867,62.2,26.3,35.8,42.4,48.2,15.9,11.3,0.27,8.5,39.9,40.5,19.1,21.4,47.1,21.7,7.3,14.4,33.5,0.35
323,"Long Island Sharks",33,77.5,100,67.2,0.867,58.2,25.1,33.1,43.1,48.3,15.7,10.9,0.27,8.3,40.3,38.2,19,19.1,49.9,20,6,14,30.2,0.34
325,"Southern Miss Golden Eagles",33,82,100,71,0.866,59.6,25.5,34.1,42.8,48.3,16.3,13,0.33,10.3,40.6,38,18.9,19,49.9,21.6,6.5,15.1,30.3,0.36
326,"Fairfield Stags",32,77.7,100,67.2,0.865,60.6,24.4,36.1,40.4,46.3,12.8,10.8,0.25,7.8,39.7,37.7,17.3,20.4,45.8,22.9,7.2,15.7,31.4,0.38
326,"Bethune-Cookman Wildcats",33,79.4,100,68.7,0.865,57.2,24.2,33,42.4,47.7,16.1,13.9,0.35,10.2,40.4,37.8,18.1,19.7,47.9,19.4,6.1,13.3,31.6,0.34
328,"Morehead State Eagles",31,74.7,100,64.6,0.864,54.8,22.7,32.1,41.5,46.8,14,14.2,0.36,11.2,41.2,35.7,16.9,18.9,47.2,19,5.8,13.2,30.7,0.35
329,"TCU Horned Frogs",32,78.1,100,67.4,0.863,58.6,24.3,34.3,41.5,46.7,13.8,13.8,0.33,11,40.3,38.3,18.3,20,47.7,20.3,6.1,14.2,30,0.35
330,"Lamar Cardinals",33,80.5,100,69.4,0.862,60.5,25.5,35,42.2,47.9,15.1,11.7,0.28,8.7,40,40.5,18.5,21.9,45.8,20,6.9,13,34.7,0.33
330,"Air Force Falcons",32,71.1,100,61.3,0.862,50.7,21.1,29.6,41.6,49.5,17,13.5,0.34,8.8,39,26,13,13,49.9,24.7,8.1,16.6,32.7,0.49
330,"Arkansas-(Pine Bluff) Golden Lions",31,83.3,100,71.8,0.862,60.1,26.9,33.3,44.7,50.7,17.6,12.5,0.31,10.1,40.4,37,19.6,17.4,53.1,23.1,7.2,15.9,31.2,0.38
333,"UC Davis Aggies",32,78.5,100,67.6,0.861,56.1,23,33.1,41,46.7,16.2,14.3,0.36,9.7,40,36.4,16.6,19.8,45.6,19.7,6.4,13.3,32.5,0.35
333,"Maryland-Eastern Shore Hawks",31,78.2,100,67.3,0.861,56.6,23.8,32.8,42.1,48.1,16.3,13.9,0.34,10.9,40,35.6,17,18.6,47.8,20.9,6.8,14.2,32.4,0.37
335,"Citadel Bulldogs",30,77,100,66.2,0.859,56.3,23.5,32.9,41.7,48.3,15.4,13.7,0.34,11.3,39.7,30.8,16,14.8,51.9,25.5,7.5,18.1,29.2,0.45
336,"Louisiana-(Monroe) Warhawks",32,80.2,100,68.6,0.855,60.3,24.3,36,40.3,46,14,12.1,0.3,9.8,40,39.5,17.5,22,44.2,20.8,6.8,14,32.9,0.35
337,"Lindenwood University Lions",33,82.9,100,70.8,0.854,60.8,25.3,35.5,41.7,46.5,14.7,14.1,0.35,10.3,40.5,40.1,19.5,20.6,48.7,20.7,5.8,14.9,28.1,0.34
337,"Southern Utah Thunderbirds",31,81.3,100,69.4,0.854,57.8,24.4,33.4,42.2,47.3,17,13.6,0.35,9,40.1,39.2,18.5,20.6,47.3,18.6,5.9,12.7,31.5,0.32
339,"Fresno State Bulldogs",32,82.6,100,70.4,0.852,60.4,24.4,36,40.4,45.9,14.8,14.2,0.35,10.9,39.9,39,17.8,21.2,45.7,21.5,6.6,14.8,30.9,0.36
339,"Louisiana-(Lafayette) Ragin Cajuns",33,76.6,100,65.2,0.852,58.5,22.9,35.6,39.2,44.9,12.8,12.5,0.3,9.5,39.2,36.2,16.2,20,44.7,22.3,6.7,15.6,30.2,0.38
341,"Wagner Seahawks",30,73.5,100,62.5,0.851,54.9,22.1,32.8,40.3,46.6,15.1,11.9,0.29,9.1,38.9,34.1,15.2,18.9,44.5,20.8,6.9,13.9,33.3,0.38
342,"San Diego Toreros",33,82.2,100,69.8,0.85,61.3,24.8,36.5,40.4,45.6,15.1,12.5,0.3,9.2,39.3,39.4,18.4,21,46.7,21.9,6.4,15.5,29.2,0.36
343,"Abilene Christian Wildcats",31,81.3,100,69,0.849,57,24.9,32.1,43.7,47.4,17.7,14.2,0.37,10.2,41.2,42.5,20.6,21.9,48.5,14.5,4.3,10.2,29.6,0.25
344,"Massachusetts Minutemen",32,85.7,100,72.6,0.847,64.4,26.3,38.2,40.8,45.2,13.1,14.2,0.33,10.1,40.2,43.5,20.5,23,47.1,20.9,5.8,15.1,27.5,0.32
345,"New Hampshire Wildcats",32,78,100,66,0.846,58.7,24.2,34.5,41.2,47.8,16,10.7,0.26,8.3,38.4,34.4,16.4,18,47.6,24.2,7.8,16.5,32,0.41
346,"N.J.I.T. Highlanders",31,76.3,100,64.4,0.844,58.1,23.1,35,39.8,45.6,14.3,11.1,0.27,8.5,38.6,36.2,16.4,19.8,45.4,21.9,6.7,15.2,30.6,0.38
346,"Western Carolina Catamounts",30,82.6,100,69.7,0.844,61.4,24,37.4,39.1,46.4,16.1,11,0.28,9.2,37.5,31.6,15,16.6,47.4,29.8,9,20.8,30.3,0.49
348,"Iona Gaels",34,82.4,100,69.5,0.843,61.4,25.6,35.8,41.7,47.2,15.8,11,0.27,8.1,39.2,40.2,18.9,21.3,47.1,21.2,6.7,14.5,31.6,0.35
348,"Florida International Panthers",33,82,100,69.1,0.843,59,24.8,34.2,42.1,46.4,16.3,13.8,0.34,10.5,40.4,41.3,19.7,21.5,47.8,17.7,5.1,12.6,28.8,0.3
350,"Saint Peter's Peacocks",28,78.5,100,65.7,0.837,57.1,22.3,34.8,39.1,45.3,15.7,13,0.33,9.2,38.4,35.1,15.3,19.8,43.5,22,7.1,15,32.1,0.39
351,"Old Dominion Monarchs",35,81.1,100,67.7,0.834,61.2,23.9,37.3,39.1,44.2,13.7,12.6,0.31,10.2,39,39.2,17.7,21.5,45.1,22,6.2,15.8,28.3,0.36
352,"Eastern Illinois Panthers",31,79.8,100,66.5,0.833,58.7,23.9,34.8,40.7,45.2,14.8,13.5,0.33,10.3,39.7,41.6,18.5,23.1,44.5,17.1,5.4,11.8,31.3,0.29
353,"Detroit Titans",32,80.3,100,66.7,0.83,59.8,24.3,35.4,40.7,45.5,15.8,11.6,0.28,8.6,38.7,42.3,18.7,23.7,44.1,17.4,5.7,11.8,32.5,0.29
354,"Alcorn State Braves",32,78.1,100,64.8,0.829,57.7,23.5,34.2,40.7,45.3,15.5,12,0.3,9.1,39.4,40.7,18.2,22.5,44.7,17,5.3,11.7,31.3,0.29
355,"East Texas A&M Lions",31,77.4,100,63.8,0.825,55.7,22.9,32.8,41.1,48.6,18.8,11,0.27,8.6,36.9,28.7,14.5,14.2,50.5,27,8.4,18.6,31,0.49
356,"Alabama A&M Bulldogs",32,88.3,100,72.4,0.82,62.1,24.7,37.4,39.8,46.2,17.6,13.7,0.37,10.2,38,36.8,16.8,20,45.6,25.3,7.9,17.4,31.4,0.41
357,"New Orleans Privateers",32,80.1,100,65.6,0.819,58.6,23.7,34.9,40.5,45,15.5,13.3,0.33,10.3,39.3,40.9,18.4,22.4,45.1,17.7,5.3,12.4,29.8,0.3
358,"Tarleton State Texans",32,76.4,100,62.4,0.817,50.5,21.7,28.9,42.9,46.9,21,14.6,0.41,9.7,39.7,37.6,17.6,20,46.7,12.9,4.1,8.8,31.6,0.26
359,"Stephen F. Austin Lumberjacks",31,81.4,100,66.4,0.816,57.9,24.4,33.6,42,47.4,18.1,12.5,0.31,9.2,38.5,36.4,18.2,18.2,50,21.5,6.2,15.4,28.6,0.37
360,"Seton Hall Pirates",32,75.5,100,61.4,0.814,55.3,22.1,33.3,39.9,44.6,15.2,13,0.33,9.6,38.9,38.4,16.9,21.6,43.9,16.9,5.2,11.7,30.9,0.31
361,"Cal State Fullerton Titans",32,77.6,100,62.9,0.81,53.6,21.3,32.3,39.8,44.3,18.2,14.9,0.39,10.2,38.6,35.6,16.5,19.1,46.4,18,4.8,13.2,26.9,0.34
362,"Chicago State Cougars",32,77.2,100,62,0.803,58.2,22.1,36.2,37.9,44.1,15.5,10.6,0.26,8.1,36.5,34.6,14.8,19.7,42.9,23.7,7.2,16.4,30.5,0.41
363,"Coppin State Eagles",30,78.7,100,61.7,0.783,55.5,21.7,33.8,39.1,43.7,18.1,13.4,0.35,10.8,37.3,37.5,16.5,21,44,18,5.2,12.8,28.8,0.32
364,"Mississippi Valley State Delta Devils",31,74.7,100,53.9,0.722,52.1,19.7,32.4,37.8,42.1,20.4,11,0.29,8.3,34.4,36.7,15.2,21.5,41.4,15.4,4.5,10.9,29.2,0.29
